"date","geography","geography code","Qualifications: All categories: Highest level of qualification; measures: Value","Qualifications: No qualifications; measures: Value","Qualifications: Highest level of qualification: Level 1 qualifications; measures: Value","Qualifications: Highest level of qualification: Level 2 qualifications; measures: Value","Qualifications: Highest level of qualification: Apprenticeship; measures: Value","Qualifications: Highest level of qualification: Level 3 qualifications; measures: Value","Qualifications: Highest level of qualification: Level 4 qualifications and above; measures: Value","Qualifications: Highest level of qualification: Other qualifications; measures: Value","Qualifications: Schoolchildren and full-time students: Age 16 to 17; measures: Value","Qualifications: Schoolchildren and full-time students: Age 18 and over; measures: Value","Qualifications: Full-time students: Age 18 to 74: Economically active: In employment; measures: Value","Qualifications: Full-time students: Age 18 to 74: Economically active: Unemployed; measures: Value","Qualifications: Full-time students: Age 18 to 74: Economically inactive; measures: Value"
"2011","N00003995 (Doagh ward)","N00003995",318,73,45,57,13,43,76,11,15,8,2,0,6
"2011","N00003996 (Doagh ward)","N00003996",270,101,32,40,15,36,37,9,3,6,2,0,4
"2011","N00003997 (Doagh ward)","N00003997",283,39,25,48,14,39,104,14,8,12,4,1,7
"2011","N00003998 (Doagh ward)","N00003998",263,39,44,51,16,36,71,6,12,7,3,0,4
"2011","N00003999 (Doagh ward)","N00003999",273,45,31,58,17,53,65,4,7,7,4,1,2
"2011","N00004000 (Dunanney ward)","N00004000",242,114,47,33,5,13,22,8,5,3,1,1,1
"2011","N00004001 (Dunanney ward)","N00004001",250,106,43,38,9,27,19,8,16,10,4,3,3
"2011","N00004002 (Dunanney ward)","N00004002",246,119,40,33,10,14,22,8,5,3,1,0,2
"2011","N00004003 (Dunanney ward)","N00004003",313,127,53,45,11,38,31,8,11,8,4,1,3
"2011","N00004004 (Dunanney ward)","N00004004",190,93,24,32,8,15,12,6,5,5,2,0,3
"2011","N00004005 (Dunanney ward)","N00004005",176,99,26,16,5,15,10,5,4,4,2,0,2
"2011","N00004006 (Dunanney ward)","N00004006",183,74,33,34,11,14,12,5,4,5,2,1,2
"2011","N00004007 (Dunanney ward)","N00004007",191,86,31,35,6,18,13,2,10,10,1,1,8
"2011","N00004008 (Glebe ward)","N00004008",380,114,32,62,22,57,77,16,14,21,10,2,9
"2011","N00004009 (Glebe ward)","N00004009",244,44,30,40,13,25,83,9,7,11,6,0,5
"2011","N00004010 (Glebe ward)","N00004010",302,79,47,58,10,31,68,9,7,16,8,2,6
"2011","N00004011 (Glebe ward)","N00004011",342,69,42,63,15,44,98,11,10,23,11,3,9
"2011","N00004012 (Glebe ward)","N00004012",260,73,21,45,16,32,58,15,7,9,4,0,5
"2011","N00004013 (Glebe ward)","N00004013",255,55,33,40,12,35,75,5,12,17,6,3,8
"2011","N00004014 (Glebe ward)","N00004014",296,65,34,57,14,39,84,3,11,18,9,0,9
"2011","N00004015 (Glebe ward)","N00004015",239,40,37,39,18,29,68,8,8,15,9,1,5
"2011","N00004016 (Glebe ward)","N00004016",307,66,35,52,10,44,86,14,6,15,10,1,4
"2011","N00004017 (Glengormley ward)","N00004017",254,92,29,27,14,30,48,14,7,12,8,0,4
"2011","N00004018 (Glengormley ward)","N00004018",237,66,34,25,11,24,62,15,6,11,7,2,2
"2011","N00004019 (Glengormley ward)","N00004019",263,57,38,35,12,43,67,11,10,23,16,2,5
"2011","N00004020 (Glengormley ward)","N00004020",306,58,46,67,21,36,66,12,11,23,11,2,10
"2011","N00004021 (Glengormley ward)","N00004021",256,50,32,39,16,38,65,16,5,16,6,3,7
"2011","N00004022 (Glengormley ward)","N00004022",242,96,46,30,4,30,29,7,6,9,1,1,7
"2011","N00004023 (Glengormley ward)","N00004023",198,53,31,32,12,27,36,7,5,4,1,2,1
"2011","N00004024 (Glengormley ward)","N00004024",231,70,44,49,11,22,31,4,11,4,1,0,3
"2011","N00004025 (Glengormley ward)","N00004025",387,171,47,49,23,25,50,22,14,11,7,3,1
"2011","N00004026 (Hawthorne ward)","N00004026",274,66,30,51,15,35,66,11,5,8,4,0,4
"2011","N00004027 (Hawthorne ward)","N00004027",259,75,33,42,18,32,50,9,9,9,7,0,2
"2011","N00004028 (Hawthorne ward)","N00004028",246,71,41,46,21,31,26,10,9,10,7,1,2
"2011","N00004029 (Hawthorne ward)","N00004029",256,70,34,41,21,24,57,9,7,4,1,0,3
"2011","N00004030 (Hawthorne ward)","N00004030",233,63,25,32,18,26,58,11,6,4,0,0,4
"2011","N00004031 (Hawthorne ward)","N00004031",216,83,43,28,11,24,22,5,8,4,1,0,3
"2011","N00004032 (Hawthorne ward)","N00004032",191,67,21,33,8,27,24,11,5,7,3,2,2
"2011","N00004033 (Hawthorne ward)","N00004033",211,84,48,31,4,24,12,8,7,9,6,1,2
"2011","N00004034 (Hightown ward)","N00004034",198,72,15,34,12,27,28,10,2,2,0,0,2
"2011","N00004035 (Hightown ward)","N00004035",250,68,34,47,14,30,46,11,4,6,4,1,1
"2011","N00004036 (Hightown ward)","N00004036",194,44,35,22,19,26,36,12,4,4,2,0,2
"2011","N00004037 (Hightown ward)","N00004037",242,55,37,50,9,27,54,10,6,9,0,4,5
"2011","N00004038 (Hightown ward)","N00004038",217,80,18,31,17,24,39,8,6,6,2,0,4
"2011","N00004039 (Hightown ward)","N00004039",243,56,21,40,11,27,76,12,8,12,8,0,4
"2011","N00004040 (Hightown ward)","N00004040",249,60,30,39,14,28,65,13,8,7,4,0,3
"2011","N00004041 (Hightown ward)","N00004041",252,91,29,33,17,23,50,9,14,7,5,0,2
"2011","N00004042 (Jordanstown ward)","N00004042",479,91,59,86,30,73,124,16,23,21,11,1,9
"2011","N00004043 (Jordanstown ward)","N00004043",268,66,31,39,16,37,67,12,10,10,4,0,6
"2011","N00004044 (Jordanstown ward)","N00004044",251,66,28,40,16,28,60,13,7,14,8,3,3
"2011","N00004045 (Jordanstown ward)","N00004045",287,80,38,51,16,37,59,6,10,11,2,2,7
"2011","N00004046 (Jordanstown ward)","N00004046",245,95,36,32,12,28,30,12,7,17,9,2,6
"2011","N00004047 (Jordanstown ward)","N00004047",777,75,90,115,44,116,323,14,53,58,29,4,25
"2011","N00004048 (Jordanstown ward)","N00004048",345,25,27,66,9,54,158,6,19,24,14,0,10
"2011","N00004049 (Jordanstown ward)","N00004049",369,44,38,56,16,45,159,11,11,12,5,0,7
"2011","N00004050 (Jordanstown ward)","N00004050",724,74,37,90,19,94,382,28,18,47,22,2,23
"2011","N00004051 (Jordanstown ward)","N00004051",750,56,44,115,21,101,405,8,45,67,23,1,43
"2011","N00004052 (Jordanstown ward)","N00004052",282,32,16,47,9,39,136,3,7,16,7,1,8
"2011","N00004053 (Mallusk ward)","N00004053",250,68,36,35,10,41,56,4,4,12,9,0,3
"2011","N00004054 (Mallusk ward)","N00004054",379,61,48,65,23,61,102,19,11,24,10,2,12
"2011","N00004055 (Mallusk ward)","N00004055",200,74,29,25,7,22,37,6,6,2,1,0,1
"2011","N00004056 (Mallusk ward)","N00004056",321,54,33,54,13,57,99,11,12,26,11,2,13
"2011","N00004057 (Mallusk ward)","N00004057",307,56,31,48,16,44,106,6,10,25,9,1,15
"2011","N00004058 (Mallusk ward)","N00004058",906,134,116,152,48,135,293,28,34,39,22,4,13
"2011","N00004059 (Mallusk ward)","N00004059",1068,94,113,168,37,170,464,22,31,55,28,2,25
"2011","N00004060 (Mallusk ward)","N00004060",892,105,128,143,29,133,330,24,29,46,26,2,18
"2011","N00004061 (Mallusk ward)","N00004061",447,51,84,88,16,83,118,7,25,37,19,2,16
"2011","N00004062 (Mallusk ward)","N00004062",381,50,36,72,18,55,139,11,15,32,14,2,16
"2011","N00004063 (Mallusk ward)","N00004063",667,103,72,126,35,109,201,21,25,45,21,5,19
"2011","N00004064 (Mallusk ward)","N00004064",471,54,49,78,17,80,174,19,22,30,14,2,14
"2011","N00004065 (Monkstown ward)","N00004065",213,128,26,22,5,14,14,4,3,4,2,0,2
"2011","N00004066 (Monkstown ward)","N00004066",214,88,29,30,12,27,19,9,6,7,3,3,1
"2011","N00004067 (Monkstown ward)","N00004067",188,81,40,30,7,16,11,3,6,6,3,0,3
"2011","N00004068 (Monkstown ward)","N00004068",229,95,38,39,12,18,19,8,7,8,1,0,7
"2011","N00004069 (Monkstown ward)","N00004069",194,89,36,23,8,20,13,5,2,11,9,0,2
"2011","N00004070 (Monkstown ward)","N00004070",189,83,33,24,10,13,13,13,4,6,3,0,3
"2011","N00004071 (Monkstown ward)","N00004071",207,84,38,40,5,14,21,5,9,5,0,2,3
"2011","N00004072 (Monkstown ward)","N00004072",234,93,42,33,8,19,31,8,9,6,0,2,4
"2011","N00004073 (Monkstown ward)","N00004073",768,120,134,125,38,112,207,32,43,42,19,3,20
"2011","N00004074 (Monkstown ward)","N00004074",246,59,26,28,18,37,61,17,10,7,3,0,4
"2011","N00004075 (Mossley ward)","N00004075",361,57,49,77,21,63,85,9,17,31,17,0,14
"2011","N00004076 (Mossley ward)","N00004076",253,71,28,44,11,52,37,10,8,15,10,0,5
"2011","N00004077 (Mossley ward)","N00004077",277,66,41,56,19,47,42,6,4,11,5,0,6
"2011","N00004078 (Mossley ward)","N00004078",239,79,44,29,17,26,35,9,6,5,3,0,2
"2011","N00004079 (Mossley ward)","N00004079",234,78,29,47,16,27,27,10,4,5,4,0,1
"2011","N00004080 (Mossley ward)","N00004080",230,107,35,27,5,29,15,12,12,9,5,0,4
"2011","N00004081 (Mossley ward)","N00004081",235,75,40,34,13,33,35,5,10,7,1,0,6
"2011","N00004082 (Mossley ward)","N00004082",287,97,45,53,17,23,42,10,11,12,5,0,7
"2011","N00004083 (Mossley ward)","N00004083",241,106,47,31,10,19,16,12,7,12,6,2,4
"2011","N00004084 (Rostulla ward)","N00004084",263,41,16,31,3,31,128,13,2,13,6,1,6
"2011","N00004085 (Rostulla ward)","N00004085",771,205,58,77,20,97,282,32,13,76,33,8,35
"2011","N00004086 (Rostulla ward)","N00004086",197,84,38,16,8,25,19,7,5,4,1,1,2
"2011","N00004087 (Rostulla ward)","N00004087",614,84,50,86,16,162,193,23,19,185,80,25,80
"2011","N00004088 (Rostulla ward)","N00004088",346,69,22,43,13,34,159,6,7,10,2,0,8
"2011","N00004089 (Rostulla ward)","N00004089",235,24,17,26,3,39,123,3,11,12,4,0,8
"2011","N00004090 (Rostulla ward)","N00004090",920,27,28,116,12,416,245,76,21,591,212,78,301
"2011","N00004091 (Rostulla ward)","N00004091",885,45,35,102,5,367,280,51,12,594,229,63,302
"2011","N00004092 (Valley ward)","N00004092",226,51,26,41,14,27,57,10,5,12,1,0,11
"2011","N00004093 (Valley ward)","N00004093",328,105,30,42,19,40,78,14,3,12,3,1,8
"2011","N00004094 (Valley ward)","N00004094",440,155,71,65,13,45,74,17,14,23,11,1,11
"2011","N00004095 (Valley ward)","N00004095",290,177,22,27,12,16,18,18,10,6,5,1,0
"2011","N00004096 (Valley ward)","N00004096",198,89,32,28,5,18,16,10,7,9,9,0,0
"2011","N00004097 (Valley ward)","N00004097",376,142,64,65,17,34,45,9,20,21,11,2,8
"2011","N00004098 (Valley ward)","N00004098",226,110,38,28,5,24,15,6,8,6,3,2,1
"2011","N00004099 (Valley ward)","N00004099",453,108,64,72,20,52,107,30,11,12,7,0,5
"2011","N00004100 (Valley ward)","N00004100",257,120,44,32,6,27,20,8,10,12,8,0,4
"2011","N00004101 (Whitehouse ward)","N00004101",189,91,14,21,7,11,34,11,0,9,3,0,6
"2011","N00004102 (Whitehouse ward)","N00004102",246,80,48,43,12,29,28,6,6,4,2,0,2
"2011","N00004103 (Whitehouse ward)","N00004103",168,86,31,15,12,9,11,4,0,3,1,0,2
"2011","N00004104 (Whitehouse ward)","N00004104",163,57,20,29,10,13,29,5,6,8,3,0,5
"2011","N00004105 (Whitehouse ward)","N00004105",188,105,16,20,12,11,16,8,2,2,0,0,2
"2011","N00004106 (Whitehouse ward)","N00004106",197,86,34,25,11,23,16,2,2,6,1,1,4
"2011","N00004107 (Whitehouse ward)","N00004107",186,75,12,26,10,15,42,6,4,6,3,1,2
"2011","N00004108 (Whitehouse ward)","N00004108",214,103,35,25,11,18,17,5,6,3,1,0,2
"2011","N00004109 (Whitehouse ward)","N00004109",217,83,34,32,14,18,28,8,5,8,5,0,3
"2011","N00000130 (Ballygowan ward)","N00000130",357,56,41,85,15,57,92,11,17,23,15,0,8
"2011","N00000131 (Ballygowan ward)","N00000131",318,50,37,49,19,53,101,9,10,15,8,1,6
"2011","N00000132 (Ballygowan ward)","N00000132",294,80,32,41,18,45,74,4,10,11,6,1,4
"2011","N00000133 (Ballygowan ward)","N00000133",273,84,34,32,12,36,58,17,4,10,7,0,3
"2011","N00000134 (Ballygowan ward)","N00000134",350,66,46,61,23,55,87,12,11,11,6,0,5
"2011","N00000135 (Ballygowan ward)","N00000135",246,104,37,31,15,28,25,6,9,9,2,0,7
"2011","N00000136 (Ballygowan ward)","N00000136",402,76,50,72,19,64,108,13,13,16,9,0,7
"2011","N00000137 (Ballygowan ward)","N00000137",252,63,40,45,17,44,36,7,9,11,5,0,6
"2011","N00000138 (Ballygowan ward)","N00000138",345,33,45,82,17,65,97,6,12,26,7,2,17
"2011","N00000139 (Ballyrainey ward)","N00000139",272,78,25,42,9,43,60,15,4,11,5,0,6
"2011","N00000140 (Ballyrainey ward)","N00000140",302,104,32,49,10,23,68,16,7,10,6,2,2
"2011","N00000141 (Ballyrainey ward)","N00000141",373,159,49,54,24,33,37,17,9,12,2,4,6
"2011","N00000142 (Ballyrainey ward)","N00000142",164,71,27,20,7,17,18,4,4,7,2,0,5
"2011","N00000143 (Ballyrainey ward)","N00000143",183,85,26,23,7,18,20,4,4,2,0,0,2
"2011","N00000144 (Ballyrainey ward)","N00000144",191,65,36,36,6,26,13,9,2,11,5,3,3
"2011","N00000145 (Ballyrainey ward)","N00000145",111,66,17,9,5,6,5,3,3,3,0,1,2
"2011","N00000146 (Ballyrainey ward)","N00000146",240,50,27,32,8,33,75,15,13,8,5,0,3
"2011","N00000147 (Ballyrainey ward)","N00000147",184,61,26,30,8,26,27,6,4,11,5,0,6
"2011","N00000148 (Ballywalter ward)","N00000148",500,154,76,77,25,43,101,24,11,11,3,2,6
"2011","N00000149 (Ballywalter ward)","N00000149",347,102,54,65,15,41,59,11,10,5,1,2,2
"2011","N00000150 (Ballywalter ward)","N00000150",291,82,27,35,20,36,73,18,7,6,3,1,2
"2011","N00000151 (Ballywalter ward)","N00000151",247,95,33,32,20,22,27,18,5,5,0,1,4
"2011","N00000152 (Ballywalter ward)","N00000152",229,109,43,25,13,17,18,4,7,7,4,0,3
"2011","N00000153 (Ballywalter ward)","N00000153",199,94,18,29,9,24,17,8,5,4,0,1,3
"2011","N00000154 (Ballywalter ward)","N00000154",215,65,24,37,14,29,37,9,7,7,2,0,5
"2011","N00000155 (Ballywalter ward)","N00000155",283,81,40,50,13,30,58,11,7,10,3,0,7
"2011","N00000156 (Ballywalter ward)","N00000156",245,69,29,36,17,29,60,5,4,8,4,0,4
"2011","N00000157 (Ballywalter ward)","N00000157",304,72,46,45,18,32,82,9,5,15,5,2,8
"2011","N00000158 (Ballywalter ward)","N00000158",542,163,72,87,42,66,90,22,15,17,6,1,10
"2011","N00000159 (Bradshaws Brae ward)","N00000159",202,79,20,33,15,18,31,6,4,5,1,0,4
"2011","N00000160 (Bradshaws Brae ward)","N00000160",275,74,35,40,11,24,80,11,8,8,3,2,3
"2011","N00000161 (Bradshaws Brae ward)","N00000161",294,29,21,57,9,38,134,6,9,24,7,1,16
"2011","N00000162 (Bradshaws Brae ward)","N00000162",219,59,27,41,15,32,38,7,3,8,4,0,4
"2011","N00000163 (Bradshaws Brae ward)","N00000163",268,107,41,38,13,26,28,15,8,9,3,3,3
"2011","N00000164 (Bradshaws Brae ward)","N00000164",242,44,14,30,16,30,98,10,2,8,4,0,4
"2011","N00000165 (Bradshaws Brae ward)","N00000165",267,50,22,35,14,30,108,8,9,8,2,0,6
"2011","N00000166 (Bradshaws Brae ward)","N00000166",243,61,23,38,13,28,66,14,4,7,2,0,5
"2011","N00000167 (Bradshaws Brae ward)","N00000167",315,63,33,57,19,32,100,11,10,16,9,1,6
"2011","N00000168 (Bradshaws Brae ward)","N00000168",289,74,27,40,17,29,91,11,1,9,2,2,5
"2011","N00000169 (Carrowdore ward)","N00000169",595,139,72,95,45,78,146,20,18,18,9,2,7
"2011","N00000170 (Carrowdore ward)","N00000170",282,77,36,39,29,41,54,6,4,8,3,0,5
"2011","N00000171 (Carrowdore ward)","N00000171",332,65,34,66,16,46,94,11,6,19,9,1,9
"2011","N00000172 (Carrowdore ward)","N00000172",637,132,76,98,43,74,179,35,11,23,7,0,16
"2011","N00000173 (Carrowdore ward)","N00000173",313,62,33,53,24,41,89,11,8,5,3,0,2
"2011","N00000174 (Carrowdore ward)","N00000174",306,133,38,44,9,44,35,3,12,10,5,1,4
"2011","N00000175 (Carrowdore ward)","N00000175",294,79,45,46,20,33,64,7,6,8,7,0,1
"2011","N00000176 (Central ward)","N00000176",397,140,54,68,28,53,37,17,13,14,5,4,5
"2011","N00000177 (Central ward)","N00000177",276,99,38,41,7,29,46,16,5,12,2,1,9
"2011","N00000178 (Central ward)","N00000178",572,247,85,81,27,53,67,12,16,25,15,4,6
"2011","N00000179 (Central ward)","N00000179",749,295,80,114,36,79,109,36,16,11,3,2,6
"2011","N00000180 (Central ward)","N00000180",228,106,28,33,10,22,22,7,6,5,1,0,4
"2011","N00000181 (Central ward)","N00000181",262,87,34,37,12,29,44,19,2,8,5,1,2
"2011","N00000182 (Comber East ward)","N00000182",191,70,28,23,8,28,24,10,4,2,1,1,0
"2011","N00000183 (Comber East ward)","N00000183",238,41,36,40,13,31,66,11,6,6,3,0,3
"2011","N00000184 (Comber East ward)","N00000184",330,117,20,33,22,35,87,16,6,8,3,1,4
"2011","N00000185 (Comber East ward)","N00000185",201,79,13,25,15,19,48,2,3,6,3,1,2
"2011","N00000186 (Comber East ward)","N00000186",224,60,37,37,12,31,40,7,8,8,4,0,4
"2011","N00000187 (Comber East ward)","N00000187",206,89,28,22,8,29,20,10,4,5,4,0,1
"2011","N00000188 (Comber East ward)","N00000188",268,91,48,38,18,31,30,12,11,8,3,1,4
"2011","N00000189 (Comber East ward)","N00000189",264,46,30,50,18,33,78,9,10,15,4,0,11
"2011","N00000190 (Comber East ward)","N00000190",256,62,35,50,15,34,47,13,7,4,2,0,2
"2011","N00000191 (Comber East ward)","N00000191",267,75,32,35,25,44,42,14,6,15,7,0,8
"2011","N00000192 (Comber North ward)","N00000192",254,74,53,43,19,34,26,5,11,9,2,2,5
"2011","N00000193 (Comber North ward)","N00000193",213,73,34,43,5,28,18,12,8,13,7,0,6
"2011","N00000194 (Comber North ward)","N00000194",209,93,36,23,16,16,22,3,3,2,0,0,2
"2011","N00000195 (Comber North ward)","N00000195",211,107,23,19,15,13,24,10,0,3,0,0,3
"2011","N00000196 (Comber North ward)","N00000196",198,99,28,27,11,13,12,8,6,6,5,0,1
"2011","N00000197 (Comber North ward)","N00000197",254,42,40,49,24,37,50,12,4,11,3,1,7
"2011","N00000198 (Comber North ward)","N00000198",234,47,32,42,10,39,53,11,4,12,5,0,7
"2011","N00000199 (Comber North ward)","N00000199",275,52,45,46,17,35,67,13,5,12,4,0,8
"2011","N00000200 (Comber North ward)","N00000200",254,53,42,39,19,36,59,6,6,6,0,0,6
"2011","N00000201 (Comber West ward)","N00000201",256,57,22,37,14,30,89,7,2,8,7,0,1
"2011","N00000202 (Comber West ward)","N00000202",264,37,25,39,19,50,88,6,7,6,3,0,3
"2011","N00000203 (Comber West ward)","N00000203",281,76,25,38,25,31,70,16,8,8,1,0,7
"2011","N00000204 (Comber West ward)","N00000204",328,100,37,53,22,36,62,18,9,8,4,0,4
"2011","N00000205 (Comber West ward)","N00000205",242,57,32,31,16,28,69,9,6,10,7,0,3
"2011","N00000206 (Comber West ward)","N00000206",345,88,32,55,19,42,100,9,3,6,3,0,3
"2011","N00000207 (Comber West ward)","N00000207",225,36,29,37,10,39,63,11,4,12,5,1,6
"2011","N00000208 (Comber West ward)","N00000208",273,46,29,62,14,42,77,3,12,18,9,1,8
"2011","N00000209 (Comber West ward)","N00000209",293,29,28,50,13,49,114,10,12,24,14,0,10
"2011","N00000210 (Donaghadee North ward)","N00000210",337,109,36,47,16,37,79,13,5,6,2,1,3
"2011","N00000211 (Donaghadee North ward)","N00000211",460,162,65,61,17,37,94,24,7,9,5,0,4
"2011","N00000212 (Donaghadee North ward)","N00000212",150,38,23,25,9,16,29,10,5,4,3,0,1
"2011","N00000213 (Donaghadee North ward)","N00000213",252,58,23,32,8,34,80,17,4,8,1,1,6
"2011","N00000214 (Donaghadee North ward)","N00000214",263,49,25,44,5,36,88,16,4,7,4,0,3
"2011","N00000215 (Donaghadee North ward)","N00000215",336,43,44,64,10,44,114,17,10,19,6,2,11
"2011","N00000216 (Donaghadee North ward)","N00000216",334,82,39,57,21,36,91,8,10,9,2,0,7
"2011","N00000217 (Donaghadee North ward)","N00000217",404,58,33,75,18,39,166,15,12,18,10,0,8
"2011","N00000218 (Donaghadee North ward)","N00000218",292,58,32,41,12,30,111,8,9,8,6,0,2
"2011","N00000219 (Donaghadee South ward)","N00000219",199,72,42,31,13,12,15,14,6,1,1,0,0
"2011","N00000220 (Donaghadee South ward)","N00000220",214,85,35,41,13,19,15,6,8,8,2,2,4
"2011","N00000221 (Donaghadee South ward)","N00000221",204,67,33,38,13,24,24,5,5,3,1,0,2
"2011","N00000222 (Donaghadee South ward)","N00000222",241,76,25,36,18,29,44,13,4,5,2,1,2
"2011","N00000223 (Donaghadee South ward)","N00000223",264,79,35,37,13,33,62,5,16,11,8,0,3
"2011","N00000224 (Donaghadee South ward)","N00000224",206,58,21,32,17,25,42,11,8,9,4,1,4
"2011","N00000225 (Donaghadee South ward)","N00000225",138,43,18,20,11,7,30,9,3,2,1,0,1
"2011","N00000226 (Donaghadee South ward)","N00000226",232,55,30,39,8,26,66,8,6,11,5,1,5
"2011","N00000227 (Donaghadee South ward)","N00000227",174,69,18,29,7,17,25,9,3,3,2,0,1
"2011","N00000228 (Donaghadee South ward)","N00000228",264,69,35,49,26,31,40,14,3,10,6,0,4
"2011","N00000229 (Donaghadee South ward)","N00000229",344,113,43,49,20,34,68,17,13,14,6,0,8
"2011","N00000230 (Glen ward)","N00000230",220,81,37,38,12,22,22,8,8,6,2,2,2
"2011","N00000231 (Glen ward)","N00000231",214,99,36,34,9,21,12,3,10,11,2,0,9
"2011","N00000232 (Glen ward)","N00000232",251,96,31,27,10,28,41,18,12,11,5,3,3
"2011","N00000233 (Glen ward)","N00000233",223,78,39,19,11,22,43,11,4,5,1,0,4
"2011","N00000234 (Glen ward)","N00000234",207,83,31,28,7,14,34,10,2,2,1,0,1
"2011","N00000235 (Glen ward)","N00000235",257,43,31,48,16,27,77,15,5,15,7,0,8
"2011","N00000236 (Glen ward)","N00000236",213,68,28,34,7,29,37,10,11,6,4,0,2
"2011","N00000237 (Glen ward)","N00000237",324,46,37,56,9,42,119,15,14,13,4,1,8
"2011","N00000238 (Glen ward)","N00000238",268,34,24,44,9,30,120,7,8,8,4,0,4
"2011","N00000239 (Gregstown ward)","N00000239",200,75,28,37,11,16,17,16,6,6,2,1,3
"2011","N00000240 (Gregstown ward)","N00000240",242,70,38,53,16,34,24,7,17,15,8,3,4
"2011","N00000241 (Gregstown ward)","N00000241",329,36,30,70,9,45,132,7,23,21,13,2,6
"2011","N00000242 (Gregstown ward)","N00000242",279,35,41,55,9,42,89,8,17,16,8,0,8
"2011","N00000243 (Gregstown ward)","N00000243",218,69,37,37,21,20,24,10,8,7,3,0,4
"2011","N00000244 (Gregstown ward)","N00000244",214,104,38,30,8,19,11,4,7,3,1,1,1
"2011","N00000245 (Gregstown ward)","N00000245",262,92,31,43,22,25,39,10,3,7,4,0,3
"2011","N00000246 (Gregstown ward)","N00000246",244,109,29,42,6,31,19,8,8,8,1,2,5
"2011","N00000247 (Gregstown ward)","N00000247",259,60,39,32,23,26,60,19,5,13,6,1,6
"2011","N00000248 (Gregstown ward)","N00000248",278,62,30,50,22,31,70,13,7,10,4,1,5
"2011","N00000249 (Gregstown ward)","N00000249",286,48,42,56,20,39,70,11,8,14,7,2,5
"2011","N00000250 (Gregstown ward)","N00000250",323,65,44,66,14,52,71,11,11,11,3,3,5
"2011","N00000251 (Gregstown ward)","N00000251",314,46,56,61,10,53,77,11,17,14,4,2,8
"2011","N00000252 (Killinchy ward)","N00000252",273,31,23,50,10,40,110,9,15,13,2,0,11
"2011","N00000253 (Killinchy ward)","N00000253",411,99,53,53,19,60,117,10,7,25,12,0,13
"2011","N00000254 (Killinchy ward)","N00000254",259,46,36,45,13,36,78,5,6,15,7,1,7
"2011","N00000255 (Killinchy ward)","N00000255",291,57,28,40,13,40,103,10,6,11,6,0,5
"2011","N00000256 (Killinchy ward)","N00000256",641,80,49,101,25,70,286,30,18,27,11,3,13
"2011","N00000257 (Killinchy ward)","N00000257",361,102,36,68,19,44,80,12,12,14,5,2,7
"2011","N00000258 (Killinchy ward)","N00000258",297,50,32,45,14,41,110,5,12,14,4,0,10
"2011","N00000259 (Kircubbin ward)","N00000259",370,88,38,67,21,43,97,16,11,18,9,1,8
"2011","N00000260 (Kircubbin ward)","N00000260",421,115,43,81,22,39,96,25,13,9,1,1,7
"2011","N00000261 (Kircubbin ward)","N00000261",422,90,48,71,29,54,115,15,13,19,6,2,11
"2011","N00000262 (Kircubbin ward)","N00000262",322,92,33,53,25,33,76,10,13,5,2,1,2
"2011","N00000263 (Kircubbin ward)","N00000263",197,63,23,31,19,19,30,12,3,10,2,1,7
"2011","N00000264 (Kircubbin ward)","N00000264",410,92,74,70,16,58,84,16,13,31,13,5,13
"2011","N00000265 (Kircubbin ward)","N00000265",300,119,54,48,12,29,27,11,14,14,5,3,6
"2011","N00000266 (Kircubbin ward)","N00000266",257,58,33,54,26,33,46,7,14,13,5,2,6
"2011","N00000267 (Lisbane ward)","N00000267",353,41,42,46,17,51,148,8,19,21,10,0,11
"2011","N00000268 (Lisbane ward)","N00000268",319,55,36,55,17,43,98,15,13,14,6,0,8
"2011","N00000269 (Lisbane ward)","N00000269",299,82,33,36,18,46,77,7,11,14,7,2,5
"2011","N00000270 (Lisbane ward)","N00000270",310,97,28,45,18,29,78,15,6,10,5,0,5
"2011","N00000271 (Lisbane ward)","N00000271",306,72,22,65,15,31,98,3,12,12,3,0,9
"2011","N00000272 (Lisbane ward)","N00000272",246,66,33,32,17,30,49,19,4,2,0,0,2
"2011","N00000273 (Lisbane ward)","N00000273",357,49,38,54,15,38,156,7,17,15,6,1,8
"2011","N00000274 (Lisbane ward)","N00000274",381,66,40,48,21,50,144,12,7,13,4,0,9
"2011","N00000275 (Loughries ward)","N00000275",241,67,31,48,16,27,36,16,7,9,2,0,7
"2011","N00000276 (Loughries ward)","N00000276",242,65,41,47,9,34,35,11,10,5,2,0,3
"2011","N00000277 (Loughries ward)","N00000277",235,43,38,49,18,32,43,12,11,8,3,1,4
"2011","N00000278 (Loughries ward)","N00000278",235,51,40,54,11,47,26,6,5,9,4,1,4
"2011","N00000279 (Loughries ward)","N00000279",137,24,18,24,9,23,36,3,0,2,1,1,0
"2011","N00000280 (Loughries ward)","N00000280",262,88,43,36,14,38,36,7,8,11,3,0,8
"2011","N00000281 (Loughries ward)","N00000281",305,81,22,41,16,43,93,9,7,11,3,0,8
"2011","N00000282 (Loughries ward)","N00000282",296,60,38,46,24,35,86,7,5,15,7,2,6
"2011","N00000283 (Loughries ward)","N00000283",271,60,37,43,15,30,69,17,7,5,2,0,3
"2011","N00000284 (Loughries ward)","N00000284",273,86,39,48,12,28,51,9,9,16,7,0,9
"2011","N00000285 (Loughries ward)","N00000285",214,65,41,40,13,30,21,4,7,8,3,0,5
